2.0|Tre Watson|JR|RB|12|143|709|4.96|4|11.92|59.08|107|2016
3.0|Vic Enwere|JR|RB|6|61|336|5.51|2|10.17|56.00|107|2016
4.0|Patrick Laird|SO|RB|12|8|59|7.38|1|0.67|4.92|107|2016
5.0|Billy McCrary III|SO|RB|11|6|39|6.50|0|0.55|3.55|107|2016
6.0|Melquise Stovall|FR|WR|10|3|10|3.33|0|0.30|1.00|107|2016
7.0|Malik McMorris|SO|TE|12|2|4|2.00|1|0.17|0.33|107|2016
8.0|Ross Bowers|FR|QB|1|1|2|2.00|0|1.00|2.00|107|2016
9.0|Bug Rivera|SR|WR|12|2|-4|-2.00|0|0.17|-0.33|107|2016
10.0|Team|||3|3|-20|-6.67|0|1.00|-6.67|107|2016
11.0|Davis Webb|SR|QB|12|33|-110|-3.33|6|2.75|-9.17|107|2016
|Total|||12|414|1852|4.47|16|34.50|154.33|107|2016
|Opponents|||12|532|3274|6.15|32|44.33|272.83|107|2016
1.0|Devon Spalding|JR|RB|11|138|758|5.49|6|12.55|68.91|129|2016
2.0|Jahray Hayes|SR|RB|13|144|486|3.38|9|11.08|37.38|129|2016
3.0|Jonathan Ward|FR|RB|8|36|200|5.56|2|4.50|25.00|129|2016
4.0|Mark Chapman|JR|WR|13|6|71|11.83|0|0.46|5.46|129|2016
5.0|Matt Krause|FR|RB|6|4|20|5.00|0|0.67|3.33|129|2016
6.0|Corey Willis|JR|WR|13|2|4|2.00|0|0.15|0.31|129|2016
7.0|Jay Roberson|JR|RB|3|3|1|0.33|0|1.00|0.33|129|2016
8.0|Jake Johnson|FR|QB|1|1|-3|-3.00|0|1.00|-3.00|129|2016
9.0|Team|||6|5|-9|-1.80|0|0.83|-1.50|129|2016
10.0|Cooper Rush|SR|QB|13|68|-21|-0.31|1|5.23|-1.62|129|2016
|Total|||13|407|1507|3.70|18|31.31|115.92|129|2016
|Opponents|||13|474|2197|4.64|15|36.46|169.00|129|2016
1.0|Kalif Phillips|SR|RB|11|189|907|4.80|4|17.18|82.45|458|2016
2.0|Robert Washington|FR|RB|12|97|489|5.04|5|8.08|40.75|458|2016
3.0|Hasaan Klugh|SO|QB|11|89|426|4.79|8|8.09|38.73|458|2016
