Rank|Name|Yr|Pos|G|Rec|Yards|Avg|TD|Rec/G|Yards/G|TeamID|Year
15.0|Jaelen Greene|FR|RB|5|1|0|0.00|0|0.2|0.0|140|2017
|Total|||8|172|1742|10.13|12|21.5|217.8|140|2017
|Opponents|||8|124|1676|13.52|16|15.5|209.5|140|2017
1.0|Hunter Renfrow|JR|WR|7|34|346|10.18|0|4.9|49.4|147|2017
2.0|Ray-Ray McCloud|JR|WR|7|30|314|10.47|1|4.3|44.9|147|2017
3.0|Deon Cain|JR|WR|7|24|299|12.46|2|3.4|42.7|147|2017
4.0|Milan Richard|JR|TE|7|12|155|12.92|0|1.7|22.1|147|2017
5.0|Diondre Overton|SO|WR|7|7|111|15.86|0|1.0|15.9|147|2017
6.0|Tavien Feaster|SO|RB|7|4|79|19.75|1|0.6|11.3|147|2017
7.0|Tee Higgins|FR|WR|6|6|65|10.83|0|1.0|10.8|147|2017
8.0|Amari Rodgers|FR|WR|7|7|48|6.86|0|1.0|6.9|147|2017
9.0|Cornell Powell|SO|WR|7|5|48|9.60|1|0.7|6.9|147|2017
10.0|Trevion Thompson|JR|WR|7|4|41|10.25|0|0.6|5.9|147|2017
11.0|C.J. Fuller|JR|RB|7|3|24|8.00|0|0.4|3.4|147|2017
12.0|Adam Choice|JR|RB|7|4|20|5.00|0|0.6|2.9|147|2017
13.0|J.C. Chalk|FR|TE|5|2|19|9.50|0|0.4|3.8|147|2017
14.0|Cannon Smith|JR|TE|7|1|13|13.00|1|0.1|1.9|147|2017
15.0|Shadell Bell|SO|TE|5|1|8|8.00|0|0.2|1.6|147|2017
16.0|Carter Groomes|FR|WR|1|1|7|7.00|0|1.0|7.0|147|2017
17.0|T.J. Chase|FR|WR|7|1|5|5.00|0|0.1|0.7|147|2017
18.0|Jayson Hopper|FR|WR|1|1|4|4.00|0|1.0|4.0|147|2017
19.0|Will Swinney|FR|WR|7|1|0|0.00|0|0.1|0.0|147|2017
|Total|||7|148|1606|10.85|6|21.1|229.4|147|2017
|Opponents|||7|114|1271|11.15|9|16.3|181.6|147|2017
1.0|Bryce Bobo|SR|WR|8|42|451|10.74|5|5.3|56.4|157|2017
2.0|Shay Fields|SR|WR|8|35|390|11.14|2|4.4|48.8|157|2017
3.0|Devin Ross|SR|WR|8|27|354|13.11|1|3.4|44.3|157|2017
4.0|Jay MacIntyre|JR|WR|7|14|231|16.50|1|2.0|33.0|157|2017
5.0|Phillip Lindsay|SR|RB|8|17|150|8.82|1|2.1|18.8|157|2017
6.0|Juwann Winfree|JR|WR|8|12|109|9.08|0|1.5|13.6|157|2017
7.0|Laviska Shenault Jr.|FR|WR|8|4|89|22.25|0|0.5|11.1|157|2017
8.0|Chris Bounds|SO|TE|8|3|47|15.67|2|0.4|5.9|157|2017
9.0|Steven Montez|SO|QB|8|1|11|11.00|1|0.1|1.4|157|2017
10.0|George Frazier|SR|TE|7|1|9|9.00|0|0.1|1.3|157|2017
11.0|Kyle Evans|JR|RB|6|1|6|6.00|0|0.2|1.0|157|2017
12.0|K.D. Nixon|FR|WR|8|1|5|5.00|0|0.1|0.6|157|2017
13.0|Michael Adkins II|SR|RB|6|1|4|4.00|0|0.2|0.7|157|2017
|Total|||8|159|1856|11.67|13|19.9|232.0|157|2017
|Opponents|||8|143|1825|12.76|9|17.9|228.1|157|2017
1.0|Michael Gallup|SR|WR|8|65|1006|15.48|5|8.1|125.8|156|2017
2.0|Olabisi Johnson|JR|WR|8|27|385|14.26|1|3.4|48.1|156|2017
3.0|Detrich Clark|SR|WR|7|27|355|13.15|4|3.9|50.7|156|2017
4.0|Dalton Fackrell|SR|TE|8|15|187|12.47|4|1.9|23.4|156|2017
5.0|Dalyn Dawkins|SR|RB|8|13|167|12.85|1|1.6|20.9|156|2017
6.0|Izzy Matthews|JR|RB|8|12|140|11.67|1|1.5|17.5|156|2017
7.0|Warren Jackson|FR|WR|8|6|98|16.33|2|0.8|12.3|156|2017
8.0|Cameron Butler|FR|TE|8|9|92|10.22|2|1.1|11.5|156|2017
9.0|Adam Prentice|SO|RB|8|3|31|10.33|0|0.4|3.9|156|2017
10.0|Trey Smith|JR|WR|5|2|25|12.50|0|0.4|5.0|156|2017
|Total|||8|179|2486|13.89|20|22.4|310.8|156|2017
|Opponents|||8|168|2176|12.95|14|21.0|272.0|156|2017
1.0|Arkeel Newsome|SR|RB|7|22|407|18.50|2|3.1|58.1|164|2017
2.0|Hergy Mayala|JR|WR|5|19|342|18.00|5|3.8|68.4|164|2017
3.0|Aaron McLean|JR|WR|7|16|271|16.94|1|2.3|38.7|164|2017
4.0|Quayvon Skanes|FR|WR|7|22|219|9.95|1|3.1|31.3|164|2017
5.0|Keyion Dixon|FR|WR|7|19|216|11.37|1|2.7|30.9|164|2017
6.0|Tyraiq Beals|JR|WR|7|21|212|10.10|0|3.0|30.3|164|2017
7.0|Mason Donaldson|FR|WR|6|13|176|13.54|2|2.2|29.3|164|2017
8.0|Tyler Davis|SO|WR|6|8|117|14.63|0|1.3|19.5|164|2017
9.0|Alec Bloom|SR|TE|7|3|59|19.67|1|0.4|8.4|164|2017
10.0|Kevin Mensah|FR|RB|6|5|41|8.20|0|0.8|6.8|164|2017
11.0|Tommy Myers|SR|TE|7|2|26|13.00|0|0.3|3.7|164|2017
12.0|Nate Hopkins|FR|RB|7|2|11|5.50|0|0.3|1.6|164|2017
13.0|Jason Thompson|JR|RB|6|1|7|7.00|0|0.2|1.2|164|2017
14.0|Junior Joseph|SR|LB|7|1|2|2.00|0|0.1|0.3|164|2017
|Total|||7|154|2106|13.68|13|22.0|300.9|164|2017
|Opponents|||7|209|2614|12.51|20|29.9|373.4|164|2017
1.0|T.J. Rahming|JR|WR|8|44|567|12.89|1|5.5|70.9|193|2017
2.0|Johnathan Lloyd|JR|WR|8|23|238|10.35|1|2.9|29.8|193|2017
3.0|Chris Taylor|JR|WR|8|12|178|14.83|1|1.5|22.3|193|2017
4.0|Shaun Wilson|SR|RB|8|23|155|6.74|1|2.9|19.4|193|2017
5.0|Aaron Young|SO|WR|8|9|141|15.67|1|1.1|17.6|193|2017
6.0|Daniel Helm|JR|TE|8|11|101|9.18|0|1.4|12.6|193|2017
7.0|Brittain Brown|FR|RB|8|8|92|11.50|0|1.0|11.5|193|2017
8.0|Davis Koppenhaver|JR|TE|8|10|78|7.80|3|1.3|9.8|193|2017
9.0|Scott Bracey|FR|WR|7|8|73|9.13|0|1.1|10.4|193|2017
10.0|Quay Chambers|SR|WR|8|8|69|8.63|0|1.0|8.6|193|2017
11.0|Noah Gray|FR|TE|8|3|31|10.33|1|0.4|3.9|193|2017
12.0|Keyston Fuller|SO|WR|8|4|14|3.50|0|0.5|1.8|193|2017
13.0|Deon Jackson|FR|RB|7|2|8|4.00|0|0.3|1.1|193|2017
14.0|Trevon Lee|JR|WR|6|1|4|4.00|0|0.2|0.7|193|2017
|Total|||8|166|1749|10.54|9|20.8|218.6|193|2017
|Opponents|||8|119|1583|13.30|11|14.9|197.9|193|2017
1.0|Davon Grayson|SR|WR|8|47|795|16.91|6|5.9|99.4|196|2017
2.0|Trevon Brown|JR|WR|8|26|458|17.62|3|3.3|57.3|196|2017
3.0|Quay Johnson|SR|WR|8|30|330|11.00|2|3.8|41.3|196|2017
4.0|Jimmy Williams|SR|WR|6|18|294|16.33|1|3.0|49.0|196|2017
5.0|Hussein Howe|SO|RB|8|11|89|8.09|0|1.4|11.1|196|2017
6.0|Deondre Farrier|SO|WR|5|12|86|7.17|1|2.4|17.2|196|2017
7.0|Stephen Baggett|SR|TE|8|5|57|11.40|1|0.6|7.1|196|2017
8.0|Tyshon Dye|SR|RB|6|5|55|11.00|0|0.8|9.2|196|2017
9.0|Tahj Deans|FR|WR|5|3|35|11.67|1|0.6|7.0|196|2017
10.0|Mydreon Vines|FR|WR|8|1|34|34.00|0|0.1|4.3|196|2017
11.0|Derrell Scott|JR|RB|6|3|31|10.33|0|0.5|5.2|196|2017
12.0|Malik Gray|JR|WR|3|2|18|9.00|0|0.7|6.0|196|2017
13.0|Darius Pinnix|FR|RB|8|3|16|5.33|0|0.4|2.0|196|2017
14.0|Devin Anderson|JR|RB|2|1|3|3.00|0|0.5|1.5|196|2017
15.0|Cam Marshmon|SO|WR|3|1|3|3.00|0|0.3|1.0|196|2017
|Total|||8|168|2304|13.71|15|21.0|288.0|196|2017
|Opponents|||8|175|2614|14.94|22|21.9|326.8|196|2017
1.0|Sergio Bailey II|SR|WR|7|41|559|13.63|4|5.9|79.9|204|2017
2.0|Antoine Porter|SR|WR|7|33|396|12.00|3|4.7|56.6|204|2017
3.0|Mathew Sexton|SO|WR|7|16|204|12.75|1|2.3|29.1|204|2017
4.0|Johnnie Niupalau|SR|WR|6|15|180|12.00|2|2.5|30.0|204|2017
5.0|Jaron Johnson|SR|WR|7|16|163|10.19|1|2.3|23.3|204|2017
6.0|Eddie Daugherty|JR|WR|7|7|88|12.57|0|1.0|12.6|204|2017
7.0|Bryce Kemp|SO|TE|6|5|74|14.80|0|0.8|12.3|204|2017
8.0|Ian Eriksen|JR|RB|7|10|67|6.70|0|1.4|9.6|204|2017
9.0|Dieuly Aristilde Jr.|SO|WR|5|6|63|10.50|0|1.2|12.6|204|2017
10.0|Shaq Vann|JR|RB|4|6|55|9.17|0|1.5|13.8|204|2017
11.0|Isaac Holder|SO|WR|6|3|27|9.00|0|0.5|4.5|204|2017
12.0|Breck Turner|SO|RB|7|5|23|4.60|0|0.7|3.3|204|2017
13.0|Blake Banham|JR|RB|3|5|22|4.40|0|1.7|7.3|204|2017
|Total|||7|168|1921|11.43|11|24.0|274.4|204|2017
|Opponents|||7|107|1175|10.98|6|15.3|167.9|204|2017
1.0|Tyrie Cleveland|SO|WR|5|15|326|21.73|2|3.0|65.2|235|2017
2.0|Brandon Powell|SR|WR|6|16|149|9.31|1|2.7|24.8|235|2017
3.0|Josh Hammond|SO|WR|6|11|138|12.55|0|1.8|23.0|235|2017
4.0|Kadarius Toney|FR|ATH|5|11|107|9.73|0|2.2|21.4|235|2017
5.0|DeAndre Goolsby|SR|TE|6|9|78|8.67|0|1.5|13.0|235|2017
6.0|Freddie Swain|SO|WR|6|6|72|12.00|1|1.0|12.0|235|2017
7.0|Moral Stephens|JR|TE|6|3|55|18.33|0|0.5|9.2|235|2017
8.0|Mark Thompson|SR|RB|6|7|53|7.57|0|1.2|8.8|235|2017
9.0|Malik Davis|FR|RB|6|6|52|8.67|0|1.0|8.7|235|2017
10.0|Lamical Perine|SO|RB|6|2|32|16.00|0|0.3|5.3|235|2017
11.0|C'yontai Lewis|JR|TE|6|4|21|5.25|0|0.7|3.5|235|2017
12.0|Dre Massey|JR|WR|6|2|8|4.00|1|0.3|1.3|235|2017
13.0|T.J. McCoy|SO|OL|6|1|7|7.00|0|0.2|1.2|235|2017
14.0|Feleipe Franks|FR|QB|6|1|-4|-4.00|0|0.2|-0.7|235|2017
|Total|||6|94|1094|11.64|5|15.7|182.3|235|2017
|Opponents|||6|86|1266|14.72|9|14.3|211.0|235|2017
1.0|Willie Wright|FR|WR|6|21|329|15.67|2|3.5|54.8|229|2017
2.0|DeAndre McNeal|JR|WR|7|22|323|14.68|2|3.1|46.1|229|2017
3.0|Harrison Bryant|SO|TE|7|23|298|12.96|3|3.3|42.6|229|2017
4.0|Kamrin Solomon|SR|WR|5|18|152|8.44|0|3.6|30.4|229|2017
5.0|Devin Singletary|SO|RB|7|11|100|9.09|0|1.6|14.3|229|2017
6.0|John Franklin III|SR|WR|7|5|55|11.00|0|0.7|7.9|229|2017
7.0|Tavaris Harrison|SO|WR|7|6|50|8.33|0|0.9|7.1|229|2017
8.0|Henry Bussey III|SR|WR|7|8|43|5.38|0|1.1|6.1|229|2017
9.0|John Raine|SO|TE|6|5|27|5.40|0|0.8|4.5|229|2017
10.0|Jason Driskel|JR|QB|6|0|8|-|0|0.0|1.3|229|2017
11.0|Kerrith Whyte, Jr.|SO|RB|7|2|8|4.00|0|0.3|1.1|229|2017
12.0|D'Anfernee McGriff|SO|WR|4|2|5|2.50|0|0.5|1.3|229|2017
13.0|Marcus Clark|SR|RB|5|1|2|2.00|0|0.2|0.4|229|2017
14.0|LaDante Harris|SO|WR|5|1|-1|-1.00|0|0.2|-0.2|229|2017
|Total|||7|125|1399|11.19|7|17.9|199.9|229|2017
|Opponents|||7|126|1458|11.57|9|18.0|208.3|229|2017
1.0|Thomas Owens|SR|WR|6|33|614|18.61|3|5.5|102.3|231|2017
2.0|Julian Williams|JR|WR|5|19|266|14.00|1|3.8|53.2|231|2017
3.0|Tony Gaiter IV|SO|WR|6|17|167|9.82|0|2.8|27.8|231|2017
4.0|Austin Maloney|SO|WR|6|6|107|17.83|0|1.0|17.8|231|2017
5.0|Pharoah McKever|SR|TE|6|10|77|7.70|2|1.7|12.8|231|2017
6.0|Shawndarrius Phillips|SO|RB|6|5|52|10.40|0|0.8|8.7|231|2017
7.0|Bryce Singleton|FR|WR|5|4|36|9.00|0|0.8|7.2|231|2017
8.0|Darrius Scott|SO|WR|4|3|32|10.67|0|0.8|8.0|231|2017
9.0|Alex Gardner|SR|RB|6|10|29|2.90|0|1.7|4.8|231|2017
10.0|Jacob Kraut|JR|RB|6|2|8|4.00|0|0.3|1.3|231|2017
11.0|Napoleon Maxwell|JR|RB|6|1|-5|-5.00|0|0.2|-0.8|231|2017
|Total|||6|110|1383|12.57|6|18.3|230.5|231|2017
|Opponents|||6|110|1219|11.08|7|18.3|203.2|231|2017
1.0|Auden Tate|JR|WR|6|24|374|15.58|5|4.0|62.3|234|2017
2.0|Nyqwan Murray|JR|WR|6|22|275|12.50|1|3.7|45.8|234|2017
3.0|Keith Gavin|SO|WR|4|15|145|9.67|0|3.8|36.3|234|2017
4.0|Ryan Izzo|JR|TE|6|9|139|15.44|2|1.5|23.2|234|2017
5.0|George Campbell|SO|WR|4|6|122|20.33|0|1.5|30.5|234|2017
6.0|Jacques Patrick|JR|RB|6|13|88|6.77|0|2.2|14.7|234|2017
7.0|Cam Akers|FR|RB|6|8|58|7.25|0|1.3|9.7|234|2017
8.0|Johnathan Vickers|JR|RB|6|2|29|14.50|0|0.3|4.8|234|2017
9.0|D.J. Matthews|FR|WR|3|1|12|12.00|0|0.3|4.0|234|2017
10.0|Amir Rasul|SO|RB|5|2|12|6.00|0|0.4|2.4|234|2017
11.0|Jared Jackson|SR|WR|6|1|3|3.00|0|0.2|0.5|234|2017
|Total|||6|103|1257|12.20|8|17.2|209.5|234|2017
|Opponents|||6|111|1236|11.14|7|18.5|206.0|234|2017
1.0|KeeSean Johnson|JR|WR|7|37|534|14.43|4|5.3|76.3|96|2017
2.0|Da'Mari Scott|SR|WR|7|29|292|10.07|1|4.1|41.7|96|2017
3.0|Jamire Jordan|JR|WR|7|11|273|24.82|3|1.6|39.0|96|2017
4.0|Jared Rice|SO|TE|7|6|140|23.33|1|0.9|20.0|96|2017
5.0|Derrion Grim|SO|WR|7|8|116|14.50|1|1.1|16.6|96|2017
6.0|Jordan Mims|FR|RB|7|8|95|11.88|0|1.1|13.6|96|2017
7.0|Josh Hokit|SO|RB|7|8|72|9.00|0|1.1|10.3|96|2017
8.0|Ronnie Rivers|FR|RB|6|10|67|6.70|0|1.7|11.2|96|2017
9.0|Dejonte O'Neal|JR|RB|6|7|58|8.29|0|1.2|9.7|96|2017
10.0|Justin Allen|JR|WR|6|2|51|25.50|1|0.3|8.5|96|2017
11.0|Kyle Riddering|JR|TE|7|4|25|6.25|1|0.6|3.6|96|2017
12.0|Saevion Johnson|FR|RB|2|2|23|11.50|0|1.0|11.5|96|2017
13.0|Namani Parker|JR|WR|7|1|1|1.00|0|0.1|0.1|96|2017
|Total|||7|133|1747|13.14|12|19.0|249.6|96|2017
|Opponents|||7|132|1328|10.06|9|18.9|189.7|96|2017
1.0|Terry Godwin|JR|WR|7|16|369|23.06|5|2.3|52.7|257|2017
2.0|Javon Wims|SR|WR|7|18|312|17.33|2|2.6|44.6|257|2017
3.0|Mecole Hardman|SO|WR|7|9|129|14.33|2|1.3|18.4|257|2017
4.0|Riley Ridley|SO|WR|6|5|106|21.20|1|0.8|17.7|257|2017
5.0|Isaac Nauta|SO|TE|7|6|86|14.33|1|0.9|12.3|257|2017
6.0|Charlie Woerner|SO|TE|6|4|74|18.50|0|0.7|12.3|257|2017
7.0|D'Andre Swift|FR|RB|7|9|45|5.00|1|1.3|6.4|257|2017
8.0|Ahkil Crumpton|JR|WR|7|3|18|6.00|0|0.4|2.6|257|2017
9.0|Tyler Simmons|SO|WR|7|2|17|8.50|0|0.3|2.4|257|2017
10.0|Jackson Harris|JR|TE|6|2|12|6.00|0|0.3|2.0|257|2017
11.0|Jeb Blazevich|SR|TE|7|1|12|12.00|0|0.1|1.7|257|2017
12.0|Nick Chubb|SR|RB|7|1|11|11.00|0|0.1|1.6|257|2017
13.0|Jeremiah Holloman|FR|WR|5|1|7|7.00|0|0.2|1.4|257|2017
14.0|Sony Michel|SR|RB|6|2|1|0.50|0|0.3|0.2|257|2017
15.0|Brian Herrien|SO|RB|7|1|1|1.00|0|0.1|0.1|257|2017
|Total|||7|80|1200|15.00|12|11.4|171.4|257|2017
|Opponents|||7|125|1193|9.54|7|17.9|170.4|257|2017
1.0|Mark Michaud|SO|WR|6|7|173|24.71|0|1.2|28.8|253|2017
2.0|D'Ondre Glenn|SO|WR|6|4|112|28.00|1|0.7|18.7|253|2017
3.0|Obe Fortune|SO|WR|5|8|109|13.63|1|1.6|21.8|253|2017
4.0|Malik Henry|JR|WR|4|3|71|23.67|0|0.8|17.8|253|2017
5.0|Myles Campbell|SR|WR|6|7|64|9.14|0|1.2|10.7|253|2017
6.0|Ellis Richardson|JR|RB|6|3|41|13.67|1|0.5|6.8|253|2017
7.0|Demarcus Godfrey|SR|RB|6|2|18|9.00|0|0.3|3.0|253|2017
8.0|Darion Anderson|FR|WR|5|2|16|8.00|0|0.4|3.2|253|2017
9.0|L.A. Ramsby|SR|RB|6|2|8|4.00|0|0.3|1.3|253|2017
10.0|Monteo Garrett|JR|RB|6|1|6|6.00|0|0.2|1.0|253|2017
11.0|Wesley Fields|JR|RB|6|4|4|1.00|0|0.7|0.7|253|2017
|Total|||6|43|622|14.47|3|7.2|103.7|253|2017
|Opponents|||6|104|1563|15.03|18|17.3|260.5|253|2017
1.0|Penny Hart|SO|WR|6|47|587|12.49|6|7.8|97.8|254|2017
2.0|Ari Werts|JR|TE|6|13|226|17.38|0|2.2|37.7|254|2017
3.0|Tamir Jones|FR|WR|6|14|170|12.14|0|2.3|28.3|254|2017
4.0|Taz Bateman|JR|RB|4|13|148|11.38|1|3.3|37.0|254|2017
5.0|Glenn Smith|SR|RB|6|19|148|7.79|0|3.2|24.7|254|2017
6.0|Todd Boyd|SR|WR|6|8|102|12.75|0|1.3|17.0|254|2017
7.0|Kyler Neal|SR|RB|5|8|99|12.38|0|1.6|19.8|254|2017
8.0|Devin Gentry|SO|WR|6|3|84|28.00|1|0.5|14.0|254|2017
9.0|Jonathan Ifedi|FR|WR|6|4|43|10.75|0|0.7|7.2|254|2017
10.0|Roger Carter|FR|TE|3|1|6|6.00|0|0.3|2.0|254|2017
11.0|Emiere Scaife|JR|TE|5|1|5|5.00|0|0.2|1.0|254|2017
|Total|||6|131|1618|12.35|8|21.8|269.7|254|2017
|Opponents|||6|115|1572|13.67|13|19.2|262.0|254|2017
1.0|Ricky Jeune|SR|WR|6|15|267|17.80|3|2.5|44.5|255|2017
2.0|Qua Searcy|JR|RB|6|2|61|30.50|0|0.3|10.2|255|2017
3.0|Clinton Lynch|JR|RB|5|2|43|21.50|0|0.4|8.6|255|2017
4.0|Brad Stewart|JR|WR|6|3|39|13.00|0|0.5|6.5|255|2017
5.0|J.J. Green|SR|RB|5|3|30|10.00|2|0.6|6.0|255|2017
6.0|KirVonte Benson|SO|RB|6|2|16|8.00|0|0.3|2.7|255|2017
|Total|||6|27|456|16.89|5|4.5|76.0|255|2017
|Opponents|||6|108|1182|10.94|7|18.0|197.0|255|2017
1.0|John Ursua|SO|WR|6|47|667|14.19|5|7.8|111.2|277|2017
2.0|Dylan Collie|JR|WR|6|24|288|12.00|2|4.0|48.0|277|2017
3.0|Ammon Barker|SR|WR|7|25|273|10.92|0|3.6|39.0|277|2017
4.0|Keelan Ewaliko|SR|WR|7|12|176|14.67|0|1.7|25.1|277|2017
5.0|Marcus Armstrong-Brown|JR|WR|7|15|126|8.40|1|2.1|18.0|277|2017
6.0|Metuisela `Unga|SR|TE|4|9|86|9.56|1|2.3|21.5|277|2017
7.0|Kade Greeley|FR|TE|5|4|85|21.25|2|0.8|17.0|277|2017
8.0|Diocemy Saint Juste|SR|RB|7|9|67|7.44|1|1.3|9.6|277|2017
9.0|Kaiwi Chung|JR|TE|6|1|37|37.00|0|0.2|6.2|277|2017
10.0|Dakota Torres|JR|TE|6|4|23|5.75|2|0.7|3.8|277|2017
11.0|Davine Tullis|SO|WR|2|1|0|0.00|0|0.5|0.0|277|2017
12.0|Kalakaua Timoteo|SO|WR|5|1|-1|-1.00|0|0.2|-0.2|277|2017
|Total|||7|152|1827|12.02|14|21.7|261.0|277|2017
|Opponents|||7|143|2063|14.43|19|20.4|294.7|277|2017
1.0|Steven Dunbar|SR|WR|7|47|505|10.74|1|6.7|72.1|288|2017
2.0|Linell Bonner|SR|WR|6|45|465|10.33|3|7.5|77.5|288|2017
3.0|D'Eriq King|SO|QB|5|29|264|9.10|2|5.8|52.8|288|2017
4.0|Keith Corbin|SO|WR|7|8|152|19.00|0|1.1|21.7|288|2017
5.0|John Leday|SR|WR|7|23|127|5.52|1|3.3|18.1|288|2017
6.0|Duke Catalon|JR|RB|7|12|77|6.42|1|1.7|11.0|288|2017
7.0|Courtney Lark|SO|WR|2|3|69|23.00|0|1.5|34.5|288|2017
8.0|Dillon Birden|SR|RB|6|8|65|8.13|0|1.3|10.8|288|2017
9.0|Alex Leslie|SR|TE|7|3|47|15.67|0|0.4|6.7|288|2017
10.0|Romello Brooker|JR|TE|5|5|38|7.60|0|1.0|7.6|288|2017
11.0|Ellis Jefferson|SR|WR|3|3|32|10.67|1|1.0|10.7|288|2017
12.0|Kyle Postma|SR|QB|6|1|22|22.00|1|0.2|3.7|288|2017
13.0|Derek McLemore|SR|WR|6|1|14|14.00|0|0.2|2.3|288|2017
14.0|Mulbah Car|SO|RB|5|1|12|12.00|0|0.2|2.4|288|2017
15.0|Patrick Carr|SO|RB|2|1|4|4.00|0|0.5|2.0|288|2017
|Total|||7|190|1893|9.96|10|27.1|270.4|288|2017
|Opponents|||7|165|1831|11.10|6|23.6|261.6|288|2017
1.0|Alfonso Onunwor|SR|WR|6|31|445|14.35|3|5.2|74.2|295|2017
2.0|Jacob Sannon|SR|WR|7|40|393|9.83|1|5.7|56.1|295|2017
3.0|Reuben Mwehla|SR|WR|7|16|167|10.44|2|2.3|23.9|295|2017
4.0|Aaron Duckworth|SR|RB|7|8|157|19.63|0|1.1|22.4|295|2017
5.0|David Ungerer|JR|WR|7|12|145|12.08|3|1.7|20.7|295|2017
6.0|Joseph Wysocki|SO|TE|7|4|69|17.25|2|0.6|9.9|295|2017
7.0|Kaden Elliss|JR|LB|7|3|33|11.00|1|0.4|4.7|295|2017
8.0|Isaiah Saunders|JR|RB|7|3|29|9.67|0|0.4|4.1|295|2017
9.0|Jante Boston|SO|WR|5|4|16|4.00|0|0.8|3.2|295|2017
10.0|Michael Garner|SO|WR|4|2|14|7.00|0|0.5|3.5|295|2017
11.0|Mason Petrino|SO|WR|5|1|5|5.00|0|0.2|1.0|295|2017
12.0|Dylan Thigpen|FR|RB|5|1|-1|-1.00|0|0.2|-0.2|295|2017
|Total|||7|125|1472|11.78|12|17.9|210.3|295|2017
|Opponents|||7|114|1449|12.71|12|16.3|207.0|295|2017
1.0|Ricky Smalling|FR|WR|7|22|343|15.59|2|3.1|49.0|301|2017
2.0|Mike Dudek|JR|WR|6|21|229|10.90|1|3.5|38.2|301|2017
3.0|Malik Turner|SR|WR|7|23|197|8.57|0|3.3|28.1|301|2017
4.0|Louis Dorsey|FR|TE|7|11|189|17.18|1|1.6|27.0|301|2017
5.0|Dominic Thieman|SO|WR|7|8|119|14.88|0|1.1|17.0|301|2017
6.0|Trenard Davis|SO|WR|6|7|100|14.29|0|1.2|16.7|301|2017
7.0|Carmoni Green|FR|WR|4|8|75|9.38|0|2.0|18.8|301|2017
8.0|Mike Epstein|FR|RB|5|4|59|14.75|1|0.8|11.8|301|2017
9.0|Nathan Echard|SR|TE|2|2|19|9.50|0|1.0|9.5|301|2017
10.0|Kendrick Foster|SR|RB|7|1|9|9.00|0|0.1|1.3|301|2017
11.0|Reggie Corbin|SO|RB|4|5|7|1.40|0|1.3|1.8|301|2017
12.0|Chayce Crouch|JR|QB|6|1|7|7.00|0|0.2|1.2|301|2017
13.0|Bobby Walker|SO|TE|7|1|7|7.00|0|0.1|1.0|301|2017
14.0|Ra'Von Bonner|FR|RB|6|2|5|2.50|0|0.3|0.8|301|2017
|Total|||7|116|1360|11.72|5|16.6|194.3|301|2017
|Opponents|||7|112|1391|12.42|13|16.0|198.7|301|2017
1.0|Simmie Cobbs Jr.|JR|WR|7|44|462|10.50|3|6.3|66.0|306|2017
2.0|Luke Timian|JR|WR|7|36|268|7.44|0|5.1|38.3|306|2017
3.0|Ian Thomas|SR|TE|5|17|260|15.29|3|3.4|52.0|306|2017
4.0|Taysir Mack|FR|WR|7|9|129|14.33|2|1.3|18.4|306|2017
5.0|Donavan Hale|JR|WR|3|7|116|16.57|1|2.3|38.7|306|2017
6.0|Devonte Williams|SO|RB|7|4|96|24.00|1|0.6|13.7|306|2017
7.0|Mike Majette|JR|RB|5|12|90|7.50|0|2.4|18.0|306|2017
8.0|Whop Philyor|FR|WR|6|8|60|7.50|1|1.3|10.0|306|2017
9.0|Ricky Brookins|JR|RB|7|7|57|8.14|0|1.0|8.1|306|2017
10.0|Ryan Watercutter|JR|TE|7|7|46|6.57|0|1.0|6.6|306|2017
11.0|Morgan Ellison|FR|RB|7|5|31|6.20|0|0.7|4.4|306|2017
12.0|J-Shun Harris II|JR|WR|6|3|14|4.67|0|0.5|2.3|306|2017
13.0|Ty Fryfogle|FR|WR|6|1|13|13.00|0|0.2|2.2|306|2017
14.0|Cole Gest|FR|RB|6|2|12|6.00|0|0.3|2.0|306|2017
|Total|||7|162|1654|10.21|11|23.1|236.3|306|2017
|Opponents|||7|116|1270|10.95|10|16.6|181.4|306|2017
1.0|Nick Easley|JR|WR|7|31|326|10.52|4|4.4|46.6|312|2017
2.0|Matt VandeBerg|SR|WR|7|18|276|15.33|2|2.6|39.4|312|2017
3.0|Akrum Wadley|SR|RB|7|18|263|14.61|3|2.6|37.6|312|2017
4.0|Noah Fant|SO|TE|7|16|232|14.50|4|2.3|33.1|312|2017
5.0|T.J. Hockenson|FR|TE|7|12|175|14.58|1|1.7|25.0|312|2017
6.0|Ihmir Smith-Marsette|FR|WR|7|10|117|11.70|2|1.4|16.7|312|2017
7.0|Drake Kulick|SR|RB|7|2|29|14.50|0|0.3|4.1|312|2017
8.0|James Butler|SR|RB|3|1|26|26.00|0|0.3|8.7|312|2017
9.0|Ivory Kelly-Martin|FR|RB|7|4|25|6.25|1|0.6|3.6|312|2017
10.0|Toren Young|FR|RB|3|1|23|23.00|0|0.3|7.7|312|2017
11.0|Brandon Smith|FR|WR|6|3|15|5.00|0|0.5|2.5|312|2017
12.0|A.J. Epenesa|FR|DL|7|1|15|15.00|0|0.1|2.1|312|2017
13.0|Peter Pekar|SR|TE|6|1|9|9.00|0|0.2|1.5|312|2017
|Total|||7|118|1531|12.97|17|16.9|218.7|312|2017
|Opponents|||7|158|1648|10.43|8|22.6|235.4|312|2017
